OrderId,OrderDate,ShipMode,Segment,Country,City,State,PostalCode,Region,Category,SubCategory,ProductId,CostPrice,ListPrice,Quantity,DiscountPercent,Revenue,DiscountAmount,SellingPrice,CostTotal,Profit
1000,2023-09-05,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10001918,30.0,30.0,7,3.0,210.0,6.3,203.7,210.0,-6.30000000000001
1001,2022-08-29,Standard Class,Home Office,United States,Vancouver,Washington,98661,West,Office Supplies,Art,OFF-AR-10002956,40.0,40.0,2,5.0,80.0,4.0,76.0,80.0,-4.0
1002,2023-09-02,Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10003033,2010.0,2310.0,7,4.0,16170.0,646.8,15523.2,14070.0,1453.2
1003,2022-10-08,Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10002903,960.0,1090.0,7,4.0,7630.0,305.2,7324.8,6720.0,604.8
1004,2023-12-23,Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10004621,20.0,20.0,3,2.0,60.0,1.2,58.8,60.0,-1.2
1005,2022-08-03,Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,OFF-ST-10000046,450.0,480.0,3,2.0,1440.0,28.8,1411.2,1350.0,61.2
1006,2023-08-03,Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,OFF-PA-10001790,110.0,120.0,3,4.0,360.0,14.4,345.6,330.0,15.6
1007,2022-10-17,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,OFF-EN-10002600,10.0,10.0,3,4.0,30.0,1.2,28.8,30.0,-1.2
1008,2023-07-17,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,OFF-BI-10002049,0.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0
1009,2022-11-11,Standard Class,Consumer,United States,Burlington,Iowa,52601,Central,Office Supplies,Paper,OFF-PA-10001509,40.0,40.0,5,3.0,200.0,6.0,194.0,200.0,-6.0
1010,2023-03-14,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10003931,80.0,100.0,2,2.0,200.0,4.0,196.0,160.0,36.0
1011,2022-01-30,First Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10001602,140.0,150.0,4,5.0,600.0,30.0,570.0,560.0,10.0
1012,2023-12-21,Second Class,Consumer,United States,Olympia,Washington,98502,West,Furniture,Furnishings,FUR-FU-10004848,140.0,160.0,3,3.0,480.0,14.4,465.6,420.0,45.6
1013,2022-04-14,Second Class,Consumer,United States,Olympia,Washington,98502,West,Office Supplies,Storage,OFF-ST-10003722,10.0,10.0,1,4.0,10.0,0.4,9.6,10.0,-0.4
1014,2022-06-22,Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10003748,1410.0,1620.0,13,3.0,21060.0,631.8,20428.2,18330.0,2098.2
1015,2023-06-21,Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,TEC-AC-10003198,90.0,100.0,1,2.0,100.0,2.0,98.0,90.0,8.0
1016,2023-03-07,Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10004100,30.0,30.0,5,5.0,150.0,7.5,142.5,150.0,-7.5
1017,2022-08-23,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10002191,10.0,10.0,2,3.0,20.0,0.6,19.4,20.0,-0.600000000000001
1018,2023-08-26,Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000965,130.0,160.0,3,2.0,480.0,9.6,470.4,390.0,80.4
1019,2023-08-11,Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10004188,110.0,120.0,5,2.0,600.0,12.0,588.0,550.0,38.0
1020,2023-07-14,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10001526,490.0,600.0,5,5.0,3000.0,150.0,2850.0,2450.0,400.0
1021,2023-03-20,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,OFF-AR-10001166,20.0,20.0,3,3.0,60.0,1.8,58.2,60.0,-1.8
1022,2023-12-29,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Furniture,Chairs,FUR-CH-10000309,1080.0,1270.0,3,3.0,3810.0,114.3,3695.7,3240.0,455.7
1023,2023-11-26,Standard Class,Consumer,United States,Washington,District of Columbia,20016,East,Technology,Machines,TEC-MA-10004212,1240.0,1380.0,8,2.0,11040.0,220.8,10819.2,9920.0,899.200000000001
1024,2023-03-09,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10003072,10.0,10.0,2,4.0,20.0,0.8,19.2,20.0,-0.800000000000001
1025,2023-06-03,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10000320,10.0,10.0,2,3.0,20.0,0.6,19.4,20.0,-0.600000000000001
1026,2023-09-16,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10001166,20.0,20.0,3,2.0,60.0,1.2,58.8,60.0,-1.2
1027,2022-04-02,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10003656,50.0,60.0,3,5.0,180.0,9.0,171.0,150.0,21.0
1028,2022-08-05,Second Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,TEC-PH-10000148,20.0,20.0,2,2.0,40.0,0.8,39.2,40.0,-0.799999999999997
1029,2022-03-26,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Paper,OFF-PA-10000474,160.0,180.0,5,5.0,900.0,45.0,855.0,800.0,55.0
1030,2023-06-26,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Technology,Phones,TEC-PH-10003885,160.0,200.0,3,2.0,600.0,12.0,588.0,480.0,108.0
1031,2023-08-08,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Chairs,FUR-CH-10003379,790.0,850.0,3,4.0,2550.0,102.0,2448.0,2370.0,78.0
1032,2022-08-06,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,FUR-FU-10000629,110.0,120.0,9,2.0,1080.0,21.6,1058.4,990.0,68.4000000000001
1033,2023-03-27,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Office Supplies,Labels,OFF-LA-10001175,10.0,10.0,5,2.0,50.0,1.0,49.0,50.0,-1.0
1034,2023-05-02,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Paper,OFF-PA-10000955,20.0,20.0,3,4.0,60.0,2.4,57.6,60.0,-2.4
1035,2022-06-05,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10003460,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
1036,2022-10-10,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Binders,OFF-BI-10000474,10.0,10.0,3,4.0,30.0,1.2,28.8,30.0,-1.2
1037,2023-10-21,Standard Class,Home Office,United States,Jefferson City,Missouri,65109,Central,Furniture,Furnishings,FUR-FU-10003975,80.0,90.0,2,3.0,180.0,5.4,174.6,160.0,14.6
1038,2023-01-24,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10003707,30.0,40.0,3,4.0,120.0,4.8,115.2,90.0,25.2
1039,2023-03-06,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10000203,20.0,20.0,7,5.0,140.0,7.0,133.0,140.0,-7.0
1040,2022-04-19,First Class,Consumer,United States,Burlington,North Carolina,27217,South,Office Supplies,Art,OFF-AR-10004790,30.0,30.0,3,4.0,90.0,3.6,86.4,90.0,-3.59999999999999
1041,2023-07-23,Standard Class,Home Office,United States,Saint Peters,Missouri,63376,Central,Furniture,Tables,FUR-TA-10001095,620.0,700.0,4,3.0,2800.0,84.0,2716.0,2480.0,236.0
1042,2022-09-27,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10004761,20.0,30.0,2,2.0,60.0,1.2,58.8,40.0,18.8
1043,2023-06-27,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10001811,680.0,720.0,3,4.0,2160.0,86.4,2073.6,2040.0,33.5999999999999
1044,2022-12-11,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,OFF-AR-10001130,10.0,10.0,5,3.0,50.0,1.5,48.5,50.0,-1.5
1045,2023-08-21,First Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,OFF-AP-10000055,50.0,60.0,9,5.0,540.0,27.0,513.0,450.0,63.0
1046,2022-05-03,Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Furniture,Chairs,FUR-CH-10002304,230.0,250.0,14,4.0,3500.0,140.0,3360.0,3220.0,140.0
1047,2022-09-24,Standard Class,Consumer,United States,Miami,Florida,33142,South,Technology,Phones,TEC-PH-10001530,1120.0,1360.0,5,5.0,6800.0,340.0,6460.0,5600.0,860.0
1048,2023-03-17,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Furnishings,FUR-FU-10004006,90.0,100.0,3,3.0,300.0,9.0,291.0,270.0,21.0
1049,2023-03-23,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10000486,930.0,1110.0,12,3.0,13320.0,399.6,12920.4,11160.0,1760.4
1050,2023-07-08,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,TEC-AC-10001606,90.0,100.0,1,2.0,100.0,2.0,98.0,90.0,8.0
1051,2023-01-18,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10000293,140.0,170.0,2,3.0,340.0,10.2,329.8,280.0,49.8
1052,2022-09-26,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10001307,10.0,10.0,2,4.0,20.0,0.8,19.2,20.0,-0.800000000000001
1053,2023-08-10,First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10004460,250.0,280.0,9,5.0,2520.0,126.0,2394.0,2250.0,144.0
1054,2022-09-01,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000716,10.0,10.0,2,5.0,20.0,1.0,19.0,20.0,-1.0
1055,2023-06-16,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10004622,100.0,110.0,2,4.0,220.0,8.8,211.2,200.0,11.2
1056,2023-11-29,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10002735,80.0,80.0,3,3.0,240.0,7.2,232.8,240.0,-7.19999999999999
1057,2022-12-21,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10003529,10.0,10.0,4,4.0,40.0,1.6,38.4,40.0,-1.6
1058,2023-10-13,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001097,20.0,20.0,4,3.0,80.0,2.4,77.6,80.0,-2.40000000000001
1059,2022-05-22,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,OFF-BI-10001597,60.0,70.0,2,2.0,140.0,2.8,137.2,120.0,17.2
1060,2022-07-09,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,OFF-FA-10001754,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0
1061,2022-04-11,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,FUR-CH-10003396,100.0,110.0,2,2.0,220.0,4.4,215.6,200.0,15.6
1062,2022-04-06,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10002350,50.0,50.0,3,5.0,150.0,7.5,142.5,150.0,-7.5
1063,2022-05-29,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10004838,10.0,10.0,7,4.0,70.0,2.8,67.2,70.0,-2.8
1064,2023-01-13,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,OFF-AR-10004757,10.0,10.0,3,3.0,30.0,0.9,29.1,30.0,-0.899999999999999
1065,2022-12-26,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10002115,110.0,120.0,3,3.0,360.0,10.8,349.2,330.0,19.2
1066,2022-05-04,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,OFF-FA-10003059,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0
1067,2023-06-04,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10004330,50.0,60.0,5,4.0,300.0,12.0,288.0,250.0,38.0
1068,2023-02-04,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10001146,170.0,190.0,4,2.0,760.0,15.2,744.8,680.0,64.8
1069,2023-09-07,Second Class,Consumer,United States,Brownsville,Texas,78521,Central,Office Supplies,Supplies,OFF-SU-10001935,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
1070,2022-10-01,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10001524,30.0,30.0,4,5.0,120.0,6.0,114.0,120.0,-6.0
1071,2022-01-30,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003732,20.0,20.0,7,3.0,140.0,4.2,135.8,140.0,-4.19999999999999
1072,2023-07-05,Standard Class,Home Office,United States,Denver,Colorado,80219,West,Office Supplies,Paper,OFF-PA-10001970,30.0,30.0,3,2.0,90.0,1.8,88.2,90.0,-1.8
1073,2022-08-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10003669,10.0,10.0,2,3.0,20.0,0.6,19.4,20.0,-0.600000000000001
1074,2022-10-11,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10003727,10.0,10.0,5,3.0,50.0,1.5,48.5,50.0,-1.5
1075,2022-05-04,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,OFF-BI-10004967,0.0,0.0,7,3.0,0.0,0.0,0.0,0.0,0.0
1076,2023-12-23,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Accessories,TEC-AC-10003447,30.0,30.0,2,4.0,60.0,2.4,57.6,60.0,-2.4
1077,2023-04-28,First Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,OFF-AR-10000255,30.0,40.0,7,4.0,280.0,11.2,268.8,210.0,58.8
1078,2023-09-08,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,OFF-AP-10002191,100.0,120.0,2,5.0,240.0,12.0,228.0,200.0,28.0
1079,2023-06-29,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10001325,30.0,30.0,3,2.0,90.0,1.8,88.2,90.0,-1.8
1080,2022-04-29,Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10000404,10.0,10.0,1,4.0,10.0,0.4,9.6,10.0,-0.4
1081,2022-08-10,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10000349,20.0,20.0,4,5.0,80.0,4.0,76.0,80.0,-4.0
1082,2023-08-21,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,FUR-CH-10002880,1000.0,1110.0,9,3.0,9990.0,299.7,9690.3,9000.0,690.299999999999
1083,2022-10-01,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Tables,FUR-TA-10001095,760.0,840.0,8,4.0,6720.0,268.8,6451.2,6080.0,371.2
1084,2023-12-16,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,OFF-PA-10003127,30.0,30.0,1,4.0,30.0,1.2,28.8,30.0,-1.2
1085,2023-12-09,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Storage,OFF-ST-10003208,320.0,360.0,2,3.0,720.0,21.6,698.4,640.0,58.4
1086,2022-06-28,Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,TEC-MA-10003979,4360.0,4900.0,7,5.0,34300.0,1715.0,32585.0,30520.0,2065.0
1087,2022-02-15,Same Day,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Paper,OFF-PA-10000029,10.0,10.0,1,5.0,10.0,0.5,9.5,10.0,-0.5
1088,2022-01-04,Second Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,TEC-PH-10004896,60.0,70.0,3,2.0,210.0,4.2,205.8,180.0,25.8
1089,2023-12-30,Second Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Labels,OFF-LA-10000452,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0
1090,2022-05-23,Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,FUR-FU-10001967,30.0,30.0,2,3.0,60.0,1.8,58.2,60.0,-1.8
1091,2022-07-13,Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Technology,Phones,TEC-PH-10001819,60.0,70.0,2,2.0,140.0,2.8,137.2,120.0,17.2
1092,2022-04-12,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,OFF-AR-10002952,100.0,120.0,9,5.0,1080.0,54.0,1026.0,900.0,126.0
1093,2022-09-28,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10000576,180.0,220.0,2,3.0,440.0,13.2,426.8,360.0,66.8
1094,2023-10-25,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,OFF-PA-10000605,20.0,30.0,5,4.0,150.0,6.0,144.0,100.0,44.0
1095,2022-10-08,Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Appliances,OFF-AP-10002518,320.0,360.0,2,5.0,720.0,36.0,684.0,640.0,44.0
1096,2022-10-06,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,OFF-ST-10004340,320.0,350.0,7,2.0,2450.0,49.0,2401.0,2240.0,161.0
1097,2023-04-09,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,OFF-BI-10004001,40.0,40.0,7,3.0,280.0,8.4,271.6,280.0,-8.39999999999998
1098,2022-01-30,First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,FUR-TA-10004147,360.0,450.0,5,5.0,2250.0,112.5,2137.5,1800.0,337.5
1099,2023-09-15,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10001545,10.0,10.0,4,3.0,40.0,1.2,38.8,40.0,-1.2
1100,2022-10-18,First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10000206,10.0,10.0,3,3.0,30.0,0.9,29.1,30.0,-0.899999999999999
1101,2022-01-24,First Class,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10001013,30.0,30.0,1,3.0,30.0,0.9,29.1,30.0,-0.899999999999999
1102,2022-04-17,First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002255,10.0,10.0,3,3.0,30.0,0.9,29.1,30.0,-0.899999999999999
1103,2023-10-18,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004140,0.0,0.0,3,5.0,0.0,0.0,0.0,0.0,0.0
1104,2023-09-08,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002049,0.0,0.0,3,4.0,0.0,0.0,0.0,0.0,0.0
1105,2023-12-30,Standard Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Paper,OFF-PA-10001892,20.0,20.0,3,2.0,60.0,1.2,58.8,60.0,-1.2
1106,2023-11-19,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000642,80.0,100.0,6,2.0,600.0,12.0,588.0,480.0,108.0
1107,2023-02-23,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10000206,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
1108,2023-09-03,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10003676,10.0,10.0,5,2.0,50.0,1.0,49.0,50.0,-1.0
1109,2023-10-19,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,OFF-FA-10003495,60.0,60.0,12,4.0,720.0,28.8,691.2,720.0,-28.8
1110,2023-01-02,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10003798,30.0,40.0,3,2.0,120.0,2.4,117.6,90.0,27.6
1111,2022-01-12,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10003589,60.0,70.0,5,2.0,350.0,7.0,343.0,300.0,43.0
1112,2022-07-18,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10004735,10.0,10.0,2,5.0,20.0,1.0,19.0,20.0,-1.0
1113,2022-12-21,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002609,0.0,0.0,2,5.0,0.0,0.0,0.0,0.0,0.0
1114,2023-07-10,Second Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,OFF-BI-10003364,40.0,50.0,2,3.0,100.0,3.0,97.0,80.0,17.0
1115,2022-11-18,Second Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Bookcases,FUR-BO-10002206,100.0,120.0,1,2.0,120.0,2.4,117.6,100.0,17.6
1116,2022-08-28,Second Class,Consumer,United States,Encinitas,California,92024,West,Technology,Accessories,TEC-AC-10003610,110.0,120.0,2,5.0,240.0,12.0,228.0,220.0,8.0
1117,2023-02-05,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003766,10.0,10.0,2,4.0,20.0,0.8,19.2,20.0,-0.800000000000001
1118,2022-06-16,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10001970,230.0,280.0,5,5.0,1400.0,70.0,1330.0,1150.0,180.0
1119,2023-07-26,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,TEC-AC-10002049,530.0,620.0,5,3.0,3100.0,93.0,3007.0,2650.0,357.0
1120,2023-02-03,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10000141,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0
1121,2023-08-14,Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,OFF-EN-10004459,20.0,20.0,2,5.0,40.0,2.0,38.0,40.0,-2.0
1122,2022-07-03,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,TEC-PH-10001061,600.0,700.0,7,4.0,4900.0,196.0,4704.0,4200.0,504.0
1123,2022-02-08,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,OFF-AR-10002375,20.0,20.0,7,3.0,140.0,4.2,135.8,140.0,-4.19999999999999
1124,2023-07-27,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Furnishings,FUR-FU-10003194,30.0,40.0,4,2.0,160.0,3.2,156.8,120.0,36.8
1125,2023-08-09,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,OFF-AR-10003811,10.0,10.0,3,5.0,30.0,1.5,28.5,30.0,-1.5
1126,2022-10-04,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Envelopes,OFF-EN-10001539,20.0,20.0,3,4.0,60.0,2.4,57.6,60.0,-2.4
1127,2022-01-29,Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Chairs,FUR-CH-10002331,900.0,1070.0,3,5.0,3210.0,160.5,3049.5,2700.0,349.5
1128,2023-07-11,Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Art,OFF-AR-10003156,10.0,10.0,1,5.0,10.0,0.5,9.5,10.0,-0.5
1129,2022-08-05,Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Envelopes,OFF-EN-10001532,80.0,100.0,6,3.0,600.0,18.0,582.0,480.0,102.0
1130,2023-12-23,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Tables,FUR-TA-10004086,320.0,340.0,4,5.0,1360.0,68.0,1292.0,1280.0,12.0
1131,2022-09-06,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10000100,40.0,40.0,1,3.0,40.0,1.2,38.8,40.0,-1.2
1132,2022-02-11,Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,OFF-EN-10002500,60.0,60.0,5,5.0,300.0,15.0,285.0,300.0,-15.0
1133,2022-03-10,First Class,Corporate,United States,Antioch,California,94509,West,Office Supplies,Paper,OFF-PA-10004100,20.0,20.0,3,5.0,60.0,3.0,57.0,60.0,-3.0
1134,2022-07-12,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10003479,110.0,120.0,4,2.0,480.0,9.6,470.4,440.0,30.4
1135,2022-12-31,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10000973,10.0,10.0,3,4.0,30.0,1.2,28.8,30.0,-1.2
1136,2023-11-22,Same Day,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Storage,OFF-ST-10001476,70.0,90.0,3,4.0,270.0,10.8,259.2,210.0,49.2
1137,2023-12-21,Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Envelopes,OFF-EN-10002831,240.0,290.0,8,2.0,2320.0,46.4,2273.6,1920.0,353.6
1138,2023-10-23,Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Appliances,OFF-AP-10002350,40.0,40.0,2,2.0,80.0,1.6,78.4,80.0,-1.59999999999999
1139,2023-12-02,Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Paper,OFF-PA-10001763,20.0,20.0,2,4.0,40.0,1.6,38.4,40.0,-1.6
1140,2022-02-03,Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Art,OFF-AR-10003394,20.0,20.0,7,2.0,140.0,2.8,137.2,140.0,-2.80000000000001
1141,2022-10-04,Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Binders,OFF-BI-10002072,20.0,20.0,2,3.0,40.0,1.2,38.8,40.0,-1.2
1142,2022-08-24,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10004188,160.0,200.0,2,3.0,400.0,12.0,388.0,320.0,68.0
1143,2022-11-01,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,OFF-FA-10001561,10.0,10.0,4,3.0,40.0,1.2,38.8,40.0,-1.2
1144,2022-10-01,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10002105,10.0,10.0,1,4.0,10.0,0.4,9.6,10.0,-0.4
